公司名称,其他非流动资产,年份,table_dir,pdf_path,html_path
深圳市长盈精密技术股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-11__深圳市长盈精密技术股份有限公司__300115__长盈精密__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-11__深圳市长盈精密技术股份有限公司__300115__长盈精密__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-11__深圳市长盈精密技术股份有限公司__300115__长盈精密__2019年__年度报告.html
中电电机股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-16__中电电机股份有限公司__603988__中电电机__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-16__中电电机股份有限公司__603988__中电电机__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-16__中电电机股份有限公司__603988__中电电机__2021年__年度报告.html
招商局能源运输股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-28__招商局能源运输股份有限公司__601872__招商轮船__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-28__招商局能源运输股份有限公司__601872__招商轮船__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-28__招商局能源运输股份有限公司__601872__招商轮船__2021年__年度报告.html
吉林吉大通信设计院股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-24__吉林吉大通信设计院股份有限公司__300597__吉大通信__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-24__吉林吉大通信设计院股份有限公司__300597__吉大通信__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-24__吉林吉大通信设计院股份有限公司__300597__吉大通信__2019年__年度报告.html
上海开创国际海洋资源股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-01__上海开创国际海洋资源股份有限公司__600097__开创国际__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-01__上海开创国际海洋资源股份有限公司__600097__开创国际__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-01__上海开创国际海洋资源股份有限公司__600097__开创国际__2021年__年度报告.html
广东梅雁吉祥水电股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-02-28__广东梅雁吉祥水电股份有限公司__600868__梅雁吉祥__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-02-28__广东梅雁吉祥水电股份有限公司__600868__梅雁吉祥__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-02-28__广东梅雁吉祥水电股份有限公司__600868__梅雁吉祥__2019年__年度报告.html
维尔利环保科技集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-10__维尔利环保科技集团股份有限公司__300190__维尔利__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-10__维尔利环保科技集团股份有限公司__300190__维尔利__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-10__维尔利环保科技集团股份有限公司__300190__维尔利__2020年__年度报告.html
上海新炬网络信息技术股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-13__上海新炬网络信息技术股份有限公司__605398__新炬网络__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-13__上海新炬网络信息技术股份有限公司__605398__新炬网络__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-13__上海新炬网络信息技术股份有限公司__605398__新炬网络__2020年__年度报告.html
北京光线传媒股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-17__北京光线传媒股份有限公司__300251__光线传媒__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-17__北京光线传媒股份有限公司__300251__光线传媒__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-17__北京光线传媒股份有限公司__300251__光线传媒__2019年__年度报告.html
华凯易佰科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-17__华凯易佰科技股份有限公司__300592__华凯易佰__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-17__华凯易佰科技股份有限公司__300592__华凯易佰__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-17__华凯易佰科技股份有限公司__300592__华凯易佰__2019年__年度报告.html
上海新世界股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-15__上海新世界股份有限公司__600628__新世界__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-15__上海新世界股份有限公司__600628__新世界__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-15__上海新世界股份有限公司__600628__新世界__2020年__年度报告.html
上海开创国际海洋资源股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__上海开创国际海洋资源股份有限公司__600097__开创国际__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__上海开创国际海洋资源股份有限公司__600097__开创国际__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__上海开创国际海洋资源股份有限公司__600097__开创国际__2019年__年度报告.html
中公高科养护科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-10__中公高科养护科技股份有限公司__603860__中公高科__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-10__中公高科养护科技股份有限公司__603860__中公高科__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-10__中公高科养护科技股份有限公司__603860__中公高科__2021年__年度报告.html
三角轮胎股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-23__三角轮胎股份有限公司__601163__三角轮胎__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-23__三角轮胎股份有限公司__601163__三角轮胎__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-23__三角轮胎股份有限公司__601163__三角轮胎__2019年__年度报告.html
北京先进数通信息技术股份公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-24__北京先进数通信息技术股份公司__300541__先进数通__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-24__北京先进数通信息技术股份公司__300541__先进数通__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-24__北京先进数通信息技术股份公司__300541__先进数通__2019年__年度报告.html
南方电网储能股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-30__南方电网储能股份有限公司__600995__南网储能__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-30__南方电网储能股份有限公司__600995__南网储能__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-30__南方电网储能股份有限公司__600995__南网储能__2020年__年度报告.html
锋尚文化集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-02-23__锋尚文化集团股份有限公司__300860__锋尚文化__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-02-23__锋尚文化集团股份有限公司__300860__锋尚文化__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-02-23__锋尚文化集团股份有限公司__300860__锋尚文化__2020年__年度报告.html
山东天鹅棉业机械股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-09__山东天鹅棉业机械股份有限公司__603029__天鹅股份__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-09__山东天鹅棉业机械股份有限公司__603029__天鹅股份__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-09__山东天鹅棉业机械股份有限公司__603029__天鹅股份__2021年__年度报告.html
湖南华民控股集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-24__湖南华民控股集团股份有限公司__300345__华民股份__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-24__湖南华民控股集团股份有限公司__300345__华民股份__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-24__湖南华民控股集团股份有限公司__300345__华民股份__2019年__年度报告.html
杭州安恒信息技术股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-15__杭州安恒信息技术股份有限公司__688023__安恒信息__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-15__杭州安恒信息技术股份有限公司__688023__安恒信息__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-15__杭州安恒信息技术股份有限公司__688023__安恒信息__2019年__年度报告.html
北京京城机电股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-28__北京京城机电股份有限公司__600860__京城股份__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-28__北京京城机电股份有限公司__600860__京城股份__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-28__北京京城机电股份有限公司__600860__京城股份__2019年__年度报告.html
杭州迪普科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-21__杭州迪普科技股份有限公司__300768__迪普科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-21__杭州迪普科技股份有限公司__300768__迪普科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-21__杭州迪普科技股份有限公司__300768__迪普科技__2019年__年度报告.html
上海健麾信息技术股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-20__上海健麾信息技术股份有限公司__605186__健麾信息__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-20__上海健麾信息技术股份有限公司__605186__健麾信息__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-20__上海健麾信息技术股份有限公司__605186__健麾信息__2020年__年度报告.html
北京万通新发展集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-10__北京万通新发展集团股份有限公司__600246__万通发展__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-10__北京万通新发展集团股份有限公司__600246__万通发展__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-10__北京万通新发展集团股份有限公司__600246__万通发展__2020年__年度报告.html
北京京城机电股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-18__北京京城机电股份有限公司__600860__京城股份__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-18__北京京城机电股份有限公司__600860__京城股份__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-18__北京京城机电股份有限公司__600860__京城股份__2021年__年度报告.html
海南普利制药股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-21__海南普利制药股份有限公司__300630__普利制药__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-21__海南普利制药股份有限公司__300630__普利制药__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-21__海南普利制药股份有限公司__300630__普利制药__2019年__年度报告.html
辽宁时代万恒股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-24__辽宁时代万恒股份有限公司__600241__时代万恒__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-24__辽宁时代万恒股份有限公司__600241__时代万恒__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-24__辽宁时代万恒股份有限公司__600241__时代万恒__2019年__年度报告.html
北京市大龙伟业房地产开发股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-10__北京市大龙伟业房地产开发股份有限公司__600159__大龙地产__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-10__北京市大龙伟业房地产开发股份有限公司__600159__大龙地产__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-10__北京市大龙伟业房地产开发股份有限公司__600159__大龙地产__2019年__年度报告.html
浙江东方金融控股集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-28__浙江东方金融控股集团股份有限公司__600120__浙江东方__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-28__浙江东方金融控股集团股份有限公司__600120__浙江东方__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-28__浙江东方金融控股集团股份有限公司__600120__浙江东方__2019年__年度报告.html
宁波戴维医疗器械股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-18__宁波戴维医疗器械股份有限公司__300314__戴维医疗__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-18__宁波戴维医疗器械股份有限公司__300314__戴维医疗__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-18__宁波戴维医疗器械股份有限公司__300314__戴维医疗__2021年__年度报告.html
百大集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__百大集团股份有限公司__600865__百大集团__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__百大集团股份有限公司__600865__百大集团__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__百大集团股份有限公司__600865__百大集团__2019年__年度报告.html
华安鑫创控股北京股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-15__华安鑫创控股北京股份有限公司__300928__华安鑫创__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-15__华安鑫创控股北京股份有限公司__300928__华安鑫创__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-15__华安鑫创控股北京股份有限公司__300928__华安鑫创__2020年__年度报告.html
长白山旅游股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-16__长白山旅游股份有限公司__603099__长白山__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-16__长白山旅游股份有限公司__603099__长白山__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-16__长白山旅游股份有限公司__603099__长白山__2019年__年度报告.html
深圳冰川网络股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-20__深圳冰川网络股份有限公司__300533__冰川网络__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-20__深圳冰川网络股份有限公司__300533__冰川网络__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-20__深圳冰川网络股份有限公司__300533__冰川网络__2020年__年度报告.html
东风汽车股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-31__东风汽车股份有限公司__600006__东风汽车__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-31__东风汽车股份有限公司__600006__东风汽车__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-31__东风汽车股份有限公司__600006__东风汽车__2021年__年度报告.html
上海富瀚微电子股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-15__上海富瀚微电子股份有限公司__300613__富瀚微__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-15__上海富瀚微电子股份有限公司__300613__富瀚微__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-15__上海富瀚微电子股份有限公司__300613__富瀚微__2021年__年度报告.html
天津海泰科技发展股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-10__天津海泰科技发展股份有限公司__600082__海泰发展__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-10__天津海泰科技发展股份有限公司__600082__海泰发展__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-10__天津海泰科技发展股份有限公司__600082__海泰发展__2019年__年度报告.html
大连热电股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-11__大连热电股份有限公司__600719__大连热电__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-11__大连热电股份有限公司__600719__大连热电__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-11__大连热电股份有限公司__600719__大连热电__2019年__年度报告.html
金雷科技股份公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-02-29__金雷科技股份公司__300443__金雷股份__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-02-29__金雷科技股份公司__300443__金雷股份__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-02-29__金雷科技股份公司__300443__金雷股份__2019年__年度报告.html
北京首都在线科技股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-23__北京首都在线科技股份有限公司__300846__首都在线__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-23__北京首都在线科技股份有限公司__300846__首都在线__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-23__北京首都在线科技股份有限公司__300846__首都在线__2020年__年度报告.html
拓尔思信息技术股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-23__拓尔思信息技术股份有限公司__300229__拓尔思__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-23__拓尔思信息技术股份有限公司__300229__拓尔思__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-23__拓尔思信息技术股份有限公司__300229__拓尔思__2019年__年度报告.html
镇海石化工程股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__镇海石化工程股份有限公司__603637__镇海股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__镇海石化工程股份有限公司__603637__镇海股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__镇海石化工程股份有限公司__603637__镇海股份__2020年__年度报告.html
佳都科技集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-10__佳都科技集团股份有限公司__600728__佳都科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-10__佳都科技集团股份有限公司__600728__佳都科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-10__佳都科技集团股份有限公司__600728__佳都科技__2019年__年度报告.html
烟台龙源电力技术股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-08__烟台龙源电力技术股份有限公司__300105__龙源技术__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-08__烟台龙源电力技术股份有限公司__300105__龙源技术__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-08__烟台龙源电力技术股份有限公司__300105__龙源技术__2021年__年度报告.html
杭州纵横通信股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-02__杭州纵横通信股份有限公司__603602__纵横通信__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-02__杭州纵横通信股份有限公司__603602__纵横通信__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-02__杭州纵横通信股份有限公司__603602__纵横通信__2020年__年度报告.html
北京银信长远科技股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-12__北京银信长远科技股份有限公司__300231__银信科技__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-12__北京银信长远科技股份有限公司__300231__银信科技__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-12__北京银信长远科技股份有限公司__300231__银信科技__2020年__年度报告.html
成都振芯科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-21__成都振芯科技股份有限公司__300101__振芯科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-21__成都振芯科技股份有限公司__300101__振芯科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-21__成都振芯科技股份有限公司__300101__振芯科技__2019年__年度报告.html
亚士创能科技上海股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__亚士创能科技上海股份有限公司__603378__亚士创能__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__亚士创能科技上海股份有限公司__603378__亚士创能__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__亚士创能科技上海股份有限公司__603378__亚士创能__2019年__年度报告.html
上海氯碱化工股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-20__上海氯碱化工股份有限公司__900908__氯碱化工__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-20__上海氯碱化工股份有限公司__900908__氯碱化工__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-20__上海氯碱化工股份有限公司__900908__氯碱化工__2019年__年度报告.html
渤海轮渡集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-16__渤海轮渡集团股份有限公司__603167__渤海轮渡__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-16__渤海轮渡集团股份有限公司__603167__渤海轮渡__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-16__渤海轮渡集团股份有限公司__603167__渤海轮渡__2019年__年度报告.html
深圳市北鼎晶辉科技股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-25__深圳市北鼎晶辉科技股份有限公司__300824__北鼎股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-25__深圳市北鼎晶辉科技股份有限公司__300824__北鼎股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-25__深圳市北鼎晶辉科技股份有限公司__300824__北鼎股份__2020年__年度报告.html
上海维宏电子科技股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-08__上海维宏电子科技股份有限公司__300508__维宏股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-08__上海维宏电子科技股份有限公司__300508__维宏股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-08__上海维宏电子科技股份有限公司__300508__维宏股份__2020年__年度报告.html
四川合纵药易购医药股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__四川合纵药易购医药股份有限公司__300937__药易购__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__四川合纵药易购医药股份有限公司__300937__药易购__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__四川合纵药易购医药股份有限公司__300937__药易购__2020年__年度报告.html
中科院成都信息技术股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-31__中科院成都信息技术股份有限公司__300678__中科信息__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-31__中科院成都信息技术股份有限公司__300678__中科信息__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-31__中科院成都信息技术股份有限公司__300678__中科信息__2021年__年度报告.html
中国巨石股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-20__中国巨石股份有限公司__600176__中国巨石__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-20__中国巨石股份有限公司__600176__中国巨石__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-20__中国巨石股份有限公司__600176__中国巨石__2020年__年度报告.html
百合花集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__百合花集团股份有限公司__603823__百合花__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__百合花集团股份有限公司__603823__百合花__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__百合花集团股份有限公司__603823__百合花__2019年__年度报告.html
华致酒行连锁管理股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-13__华致酒行连锁管理股份有限公司__300755__华致酒行__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-13__华致酒行连锁管理股份有限公司__300755__华致酒行__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-13__华致酒行连锁管理股份有限公司__300755__华致酒行__2020年__年度报告.html
上海凯鑫分离技术股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__上海凯鑫分离技术股份有限公司__300899__上海凯鑫__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__上海凯鑫分离技术股份有限公司__300899__上海凯鑫__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__上海凯鑫分离技术股份有限公司__300899__上海凯鑫__2020年__年度报告.html
大商股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__大商股份有限公司__600694__大商股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__大商股份有限公司__600694__大商股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__大商股份有限公司__600694__大商股份__2020年__年度报告.html
安徽皖通高速公路股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-29__安徽皖通高速公路股份有限公司__600012__皖通高速__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-29__安徽皖通高速公路股份有限公司__600012__皖通高速__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-29__安徽皖通高速公路股份有限公司__600012__皖通高速__2021年__年度报告.html
